design_id,design_class,graph_path,spatial_path,timing_rpt_path,clock_target_ns,wns,tns,freq_mhz,slack_p0,slack_p10,slack_p50,slack_p90,violation_count,clock_period,mean_density,std_density,peak_density,hotspot_tile_count,utilization_estimate,max_fan_out,register_count,avg_path_depth,total_edges,node_count,edge_density,total_power,freq_mhz_label,cell_area
ethernet_mac_relaxed,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\ethernet_mac_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\ethernet_mac_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\ethernet_mac_relaxed\timing.rpt,4.0,-0.047,-0.047,247.1,-0.047,0.1358,0.407,1.1804,1,4.0,0.025000000372529,0.1116915419697761,1.0,488,0.0488,0,95,0.0,0,500,0.0,7.6172,247.1,38997.7
pcie_link_fast,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\pcie_link_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\pcie_link_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\pcie_link_fast\timing.rpt,2.0,-0.198,-0.751,454.96,-0.198,-0.189,0.319,0.656,4,2.0,0.016666667535901,0.0773879140615463,1.0,470,0.047,0,98,0.0,0,500,0.0,11.174,454.96,54691.7
pcie_link_nominal,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\pcie_link_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\pcie_link_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\pcie_link_nominal\timing.rpt,3.0,-0.065,-0.289,326.26,-0.065,-0.0545,0.3285,1.073,5,3.0,0.025000000372529,0.1128051429986953,1.0,483,0.0483,0,102,0.0,0,500,0.0,7.9001,326.26,44949.2
pcie_link_relaxed,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\pcie_link_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\pcie_link_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\pcie_link_relaxed\timing.rpt,4.0,-0.012,-0.012,249.25,-0.012,0.0442,0.809,1.4488,1,4.0,0.016666667535901,0.0756453722715377,1.0,481,0.0481,0,105,0.0,0,500,0.0,6.771400000000001,249.25,34919.3
aes_cipher_fast_aug0000,arithmetic,data\augmented\graph\aes_cipher_fast_aug0000.pt,data\augmented\spatial\aes_cipher_fast_aug0000.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_fast\timing.rpt,2.0,-0.22406404246538597,-0.5568105644300292,422.26222910677484,-0.21536789231388995,-0.1983138558821384,0.3816790978916681,0.6074371813977282,3,2.0,0.016666667535901,0.0763762593269348,1.0,476,0.0476,0,98,0.0,0,500,0.0,14.712274109172196,437.57811136203065,54203.238033983835
aes_cipher_nominal_aug0001,arithmetic,data\augmented\graph\aes_cipher_nominal_aug0001.pt,data\augmented\spatial\aes_cipher_nominal_aug0001.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_nominal\timing.rpt,3.0,-0.012470988916196364,-0.0356923305061588,335.04850594380133,-0.013587657823930918,-0.011300425844185209,0.23811967972598136,1.117188418477114,3,3.0,0.025000000372529,0.1130265519022941,1.0,482,0.0482,0,100,0.0,0,500,0.0,7.387222834227123,335.88672704125526,41873.25667921108
aes_cipher_relaxed_aug0002,arithmetic,data\augmented\graph\aes_cipher_relaxed_aug0002.pt,data\augmented\spatial\aes_cipher_relaxed_aug0002.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_relaxed\timing.rpt,4.0,0.07202195376529699,0.0,256.75640492342853,0.07177053804969627,0.14480947457508972,0.7515142170725183,1.2235596902833685,0,4.0,0.025000000372529,0.1125833019614219,1.0,484,0.0484,0,82,0.0,0,500,0.0,7.046632862933,246.45760138514987,36769.28956285169
sha256_fast_aug0003,arithmetic,data\augmented\graph\sha256_fast_aug0003.pt,data\augmented\spatial\sha256_fast_aug0003.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\sha256_fast\timing.rpt,2.0,-0.1398634602521493,-0.6927742097344144,487.8249580151233,-0.17187401891103415,-0.15826375660497538,0.4598646996435765,0.7434871211471685,5,2.0,0.016666667535901,0.0759385675191879,1.0,480,0.048,0,101,0.0,0,500,0.0,21.793111629520567,484.7190078928514,70145.09852159834
sha256_nominal_aug0004,arithmetic,data\augmented\graph\sha256_nominal_aug0004.pt,data\augmented\spatial\sha256_nominal_aug0004.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\sha256_nominal\timing.rpt,3.0,-0.040188314391051916,-0.03767106213073121,343.70364728163696,-0.03916622857670244,0.22426006612486088,0.5065080088968591,0.9464369604691268,1,3.0,0.025000000372529,0.1134680584073066,1.0,480,0.048,0,86,0.0,0,500,0.0,13.074247283743816,320.9794297271038,57073.21765817295
sha256_relaxed_aug0005,arithmetic,data\augmented\graph\sha256_relaxed_aug0005.pt,data\augmented\spatial\sha256_relaxed_aug0005.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\sha256_relaxed\timing.rpt,4.0,-0.0355777857220844,-0.05617255939080338,255.0740227553605,-0.03616736905993361,0.11073897277830161,0.8604839986580382,1.2373614762293248,2,4.0,0.025000000372529,0.1145643889904022,1.0,475,0.0475,0,88,0.0,0,500,0.0,8.008773874317175,259.6019250567928,51796.953399392165
fpu_fast_aug0006,arithmetic,data\augmented\graph\fpu_fast_aug0006.pt,data\augmented\spatial\fpu_fast_aug0006.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\fpu_fast\timing.rpt,2.0,-0.09716571655024006,-0.36865854375888696,497.00877451514316,-0.10121692586395509,-0.0811113724107637,0.2505716182638159,0.6602229483191965,4,2.0,0.025000000372529,0.1141271218657493,1.0,477,0.0477,0,83,0.0,0,500,0.0,21.868217448592766,482.58571395500707,90247.4467170634
fpu_nominal_aug0007,arithmetic,data\augmented\graph\fpu_nominal_aug0007.pt,data\augmented\spatial\fpu_nominal_aug0007.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\fpu_nominal\timing.rpt,3.0,0.054756037862691495,0.0,311.44155041760246,0.048052647639013533,0.09710615411250052,0.6351132431232024,1.1722307446156859,0,3.0,0.025000000372529,0.1143459677696228,1.0,476,0.0476,0,103,0.0,0,500,0.0,18.280721700927064,337.5990553163732,94604.04678362445
fpu_relaxed_aug0008,arithmetic,data\augmented\graph\fpu_relaxed_aug0008.pt,data\augmented\spatial\fpu_relaxed_aug0008.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\fpu_relaxed\timing.rpt,4.0,-0.04030072773475913,-0.043460552903434084,239.6585055524406,-0.04291502053025526,0.0935440173422942,0.5545845603043376,1.0869912745094443,1,4.0,0.025000000372529,0.1119151413440704,1.0,487,0.0487,0,98,0.0,0,500,0.0,13.397933831351917,248.30762766013757,65386.68429667469
multiplier_32b_fast_aug0009,arithmetic,data\augmented\graph\multiplier_32b_fast_aug0009.pt,data\augmented\spatial\multiplier_32b_fast_aug0009.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\multiplier_32b_fast\timing.rpt,2.0,-0.0010666859462263557,-0.0030563004213970046,481.53869843260594,-0.0009468362803329091,-0.0010282319703874838,0.3142979710747485,0.6214303342632007,4,2.0,0.016666667535901,0.0750555396080017,1.0,485,0.0485,0,102,0.0,0,500,0.0,9.915721369023792,486.2499992315703,46169.08420562907
multiplier_32b_nominal_aug0010,arithmetic,data\augmented\graph\multiplier_32b_nominal_aug0010.pt,data\augmented\spatial\multiplier_32b_nominal_aug0010.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\multiplier_32b_nominal\timing.rpt,3.0,-0.014598054267860127,-0.07835280664558,349.5417217708679,-0.01574456369498836,-0.012591186096028164,0.7123917718057595,1.1086024215918089,5,3.0,0.025000000372529,0.1152171865105629,1.0,472,0.0472,0,96,0.0,0,500,0.0,5.886768034520353,346.9845242919564,39012.335511414836
multiplier_32b_relaxed_aug0011,arithmetic,data\augmented\graph\multiplier_32b_relaxed_aug0011.pt,data\augmented\spatial\multiplier_32b_relaxed_aug0011.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\multiplier_32b_relaxed\timing.rpt,4.0,0.007449703511398209,0.0,242.24652684444953,0.006780852066554863,0.054731151605888526,0.6705217565993504,1.0870221478969786,0,4.0,0.025000000372529,0.1121383085846901,1.0,486,0.0486,0,84,0.0,0,500,0.0,3.569663801205005,241.69892782187742,25115.21757064402
adder_tree_64_fast_aug0012,arithmetic,data\augmented\graph\adder_tree_64_fast_aug0012.pt,data\augmented\spatial\adder_tree_64_fast_aug0012.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\adder_tree_64_fast\timing.rpt,2.0,-0.06579588759006165,-0.18570728260119432,520.951595878279,-0.06663637860646604,-0.06452688328596065,0.4481229976012582,0.6673949118869791,3,2.0,0.016666667535901,0.0771002322435379,1.0,471,0.0471,0,108,0.0,0,500,0.0,5.262496530952124,505.9266196778346,22995.1140713447
adder_tree_64_nominal_aug0013,arithmetic,data\augmented\graph\adder_tree_64_nominal_aug0013.pt,data\augmented\spatial\adder_tree_64_nominal_aug0013.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\adder_tree_64_nominal\timing.rpt,3.0,-0.005593685427655507,-0.006274842548075923,309.26601957394064,-0.006171072523084228,0.05704540325695623,0.4741115472237794,1.0670134699569982,1,3.0,0.016666667535901,0.0773879140615463,1.0,470,0.047,0,79,0.0,0,500,0.0,3.1524866216739182,324.3266580293463,24008.53179238776
adder_tree_64_relaxed_aug0014,arithmetic,data\augmented\graph\adder_tree_64_relaxed_aug0014.pt,data\augmented\spatial\adder_tree_64_relaxed_aug0014.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\adder_tree_64_relaxed\timing.rpt,4.0,0.02970006395481246,0.0,265.7592160302869,0.02791810886431445,0.06504727034044386,0.6539388057575628,1.3219317079322905,0,4.0,0.016666667535901,0.0753510296344757,1.0,483,0.0483,0,90,0.0,0,500,0.0,2.7531615150375037,246.2649103302562,15742.110530947491
cordic_pipeline_fast_aug0015,arithmetic,data\augmented\graph\cordic_pipeline_fast_aug0015.pt,data\augmented\spatial\cordic_pipeline_fast_aug0015.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\cordic_pipeline_fast\timing.rpt,2.0,-0.11260950293730337,-0.3775237274931504,502.52414406957337,-0.11804947407567348,-0.0913981775940656,0.23484903379626118,0.6648081696524195,4,2.0,0.016666667535901,0.0771002247929573,1.0,471,0.0471,0,92,0.0,0,500,0.0,14.432730838106389,476.35986955030745,52075.684626781345
cordic_pipeline_nominal_aug0016,arithmetic,data\augmented\graph\cordic_pipeline_nominal_aug0016.pt,data\augmented\spatial\cordic_pipeline_nominal_aug0016.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\cordic_pipeline_nominal\timing.rpt,3.0,0.010935206501940188,0.0,338.59540824207556,0.010901088226864064,0.06011223155877186,0.3958919165858762,1.0249653272860029,0,3.0,0.025000000372529,0.1154339611530304,1.0,471,0.0471,0,88,0.0,0,500,0.0,9.130535771509317,320.74301467023827,48553.38502781654
cordic_pipeline_relaxed_aug0017,arithmetic,data\augmented\graph\cordic_pipeline_relaxed_aug0017.pt,data\augmented\spatial\cordic_pipeline_relaxed_aug0017.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\cordic_pipeline_relaxed\timing.rpt,4.0,0.11346741556458659,0.0,282.0458547185288,0.11321198246939851,0.22621767038992738,1.039268335653903,1.3675090547854456,0,4.0,0.025000000372529,0.1132475137710571,1.0,481,0.0481,0,93,0.0,0,500,0.0,7.590298607797895,243.42624710298279,39979.676386056955
uart_controller_fast_aug0018,control,data\augmented\graph\uart_controller_fast_aug0018.pt,data\augmented\spatial\uart_controller_fast_aug0018.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\uart_controller_fast\timing.rpt,2.0,-0.06123857076019717,-0.2790417032489997,483.7471554424419,-0.06309808048665577,-0.05622216780816049,0.3347576218253678,0.6179887837690291,5,2.0,0.025000000372529,0.1136881709098815,1.0,479,0.0479,0,90,0.0,0,500,0.0,3.3720521300581687,509.76012689486396,17587.95412636897
uart_controller_nominal_aug0019,control,data\augmented\graph\uart_controller_nominal_aug0019.pt,data\augmented\spatial\uart_controller_nominal_aug0019.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\uart_controller_nominal\timing.rpt,3.0,-0.021800857841243103,-0.02196779951925966,358.4047237139127,-0.022768099829204018,0.13115094654258577,0.4990228314277287,1.0653821447892164,1,3.0,0.025000000372529,0.1128051429986953,1.0,483,0.0483,0,87,0.0,0,500,0.0,2.3707037440738676,319.11242466777037,16812.49076733403
uart_controller_relaxed_aug0020,control,data\augmented\graph\uart_controller_relaxed_aug0020.pt,data\augmented\spatial\uart_controller_relaxed_aug0020.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\uart_controller_relaxed\timing.rpt,4.0,-0.042676635768423524,-0.047966719315366585,241.71417354665428,-0.04385659549775136,0.10235148329134734,0.45983824054226663,1.430893286172788,1,4.0,0.025000000372529,0.1114674806594848,1.0,489,0.0489,0,95,0.0,0,500,0.0,1.244428601556248,246.36034039725394,12582.146125868958
spi_master_fast_aug0021,control,data\augmented\graph\spi_master_fast_aug0021.pt,data\augmented\spatial\spi_master_fast_aug0021.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\spi_master_fast\timing.rpt,2.0,-0.2759523708141763,-0.9789622537579953,456.8633014755797,-0.28992948264156826,-0.25295860793121255,0.3480346851227055,0.7254476614495433,4,2.0,0.016666667535901,0.0763762593269348,1.0,477,0.0477,0,89,0.0,0,500,0.0,4.6163481969916,452.91517533762914,20234.877535093812
spi_master_nominal_aug0022,control,data\augmented\graph\spi_master_nominal_aug0022.pt,data\augmented\spatial\spi_master_nominal_aug0022.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\spi_master_nominal\timing.rpt,3.0,-0.02369389482268449,-0.02602092412236745,343.7961611345303,-0.02449250208671367,0.17138314579712136,0.4136861377609265,1.0271775677164527,1,3.0,0.025000000372529,0.1141271218657493,1.0,477,0.0477,0,100,0.0,0,500,0.0,3.46567207213582,354.7911010346089,19142.439145892717
spi_master_relaxed_aug0023,control,data\augmented\graph\spi_master_relaxed_aug0023.pt,data\augmented\spatial\spi_master_relaxed_aug0023.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\spi_master_relaxed\timing.rpt,4.0,0.06333146517267903,0.0,237.87065007947012,0.06201793464429355,0.10442541808386618,0.853393167901645,1.4932233402294017,0,4.0,0.025000000372529,0.1128051429986953,1.0,483,0.0483,0,96,0.0,0,500,0.0,2.2249584016972963,242.7210636240939,13379.731206374767
i2c_master_fast_aug0024,control,data\augmented\graph\i2c_master_fast_aug0024.pt,data\augmented\spatial\i2c_master_fast_aug0024.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\i2c_master_fast\timing.rpt,2.0,-0.14206221323614793,-0.24221325173205227,461.7237777336815,-0.12068685785747264,-0.11713160019667034,0.2692295988435602,0.7136248621065341,2,2.0,0.016666667535901,0.0766666680574417,1.0,475,0.0475,0,91,0.0,0,500,0.0,2.6840764865772444,462.1853811413426,14425.56459677419
i2c_master_nominal_aug0025,control,data\augmented\graph\i2c_master_nominal_aug0025.pt,data\augmented\spatial\i2c_master_nominal_aug0025.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\i2c_master_nominal\timing.rpt,3.0,-0.004913635099602432,-0.005426617288127061,332.6517471760926,-0.004736081542671952,0.07767267660148976,0.7175504609337718,1.028904063249344,1,3.0,0.025000000372529,0.1147824078798294,1.0,474,0.0474,0,82,0.0,0,500,0.0,1.2407683516331316,336.7587396826583,12334.800436871708
i2c_master_relaxed_aug0026,control,data\augmented\graph\i2c_master_relaxed_aug0026.pt,data\augmented\spatial\i2c_master_relaxed_aug0026.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\i2c_master_relaxed\timing.rpt,4.0,-0.04764803520514501,-0.04791179502109342,247.36936156847136,-0.04966294895691782,0.07188797289475815,0.855232760855555,1.4095656729844213,1,4.0,0.022749999538064,0.1072727218270301,1.0,442,0.0442,0,93,0.0,0,455,0.0,1.2566214727307579,256.1315931812022,8672.374543741764
can_controller_fast_aug0027,control,data\augmented\graph\can_controller_fast_aug0027.pt,data\augmented\spatial\can_controller_fast_aug0027.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\can_controller_fast\timing.rpt,2.0,-0.16188010629420396,-0.45928936798677533,434.44691245457625,-0.16142156761341964,-0.1499912562760977,0.33518610209490446,0.651235769577413,3,2.0,0.0125000001862645,0.0573912039399147,1.0,477,0.0477,0,99,0.0,0,500,0.0,6.406762303489574,442.36205067125553,31104.35773045016
can_controller_nominal_aug0028,control,data\augmented\graph\can_controller_nominal_aug0028.pt,data\augmented\spatial\can_controller_nominal_aug0028.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\can_controller_nominal\timing.rpt,3.0,-0.011597620732440785,-0.012597515021118213,320.524962561658,-0.011739689690861418,0.12708031524142777,0.5371180933028966,0.8380058348565292,1,3.0,0.016666667535901,0.0763762593269348,1.0,476,0.0476,0,109,0.0,0,500,0.0,5.014001437765508,316.35353932948686,23999.995001284715
can_controller_relaxed_aug0029,control,data\augmented\graph\can_controller_relaxed_aug0029.pt,data\augmented\spatial\can_controller_relaxed_aug0029.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\can_controller_relaxed\timing.rpt,4.0,-0.030434275237089234,-0.053979492641416923,224.07473438580217,-0.029881428542450586,0.007914309575845246,0.4056844353422191,1.3494387324763268,2,4.0,0.025000000372529,0.1114674806594848,1.0,489,0.0489,0,91,0.0,0,500,0.0,2.6459994154889435,251.86168133047127,20635.060022458212
ethernet_mac_fast_aug0030,control,data\augmented\graph\ethernet_mac_fast_aug0030.pt,data\augmented\spatial\ethernet_mac_fast_aug0030.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\ethernet_mac_fast\timing.rpt,2.0,-0.1542869311927172,-0.699342599265896,423.7931047821496,-0.1583168781812737,-0.14095912278283276,0.27188678465158655,0.7067067549010734,5,2.0,0.016666667535901,0.0762306451797485,1.0,477,0.0477,0,92,0.0,0,500,0.0,16.92916284682691,453.8508954404089,65618.10149323034
ethernet_mac_nominal_aug0031,control,data\augmented\graph\ethernet_mac_nominal_aug0031.pt,data\augmented\spatial\ethernet_mac_nominal_aug0031.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\ethernet_mac_nominal\timing.rpt,3.0,0.06644310706394381,0.0,333.3108940345139,0.06542421533375954,0.12701035220827211,0.4990302782962431,1.157938405437981,0,3.0,0.025000000372529,0.1128051355481147,1.0,483,0.0483,0,105,0.0,0,500,0.0,9.707511516561977,343.30483224311837,56717.82729868124
ethernet_mac_relaxed_aug0032,control,data\augmented\graph\ethernet_mac_relaxed_aug0032.pt,data\augmented\spatial\ethernet_mac_relaxed_aug0032.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\ethernet_mac_relaxed\timing.rpt,4.0,-0.043778044983608946,-0.04696527840600188,242.61977140593874,-0.04596375390442034,0.1460734544365539,0.4068722390374795,1.2356590734860204,1,4.0,0.025000000372529,0.1116915419697761,1.0,488,0.0488,0,95,0.0,0,500,0.0,7.690948190117023,233.85657828460603,38406.297774575
pcie_link_fast_aug0033,control,data\augmented\graph\pcie_link_fast_aug0033.pt,data\augmented\spatial\pcie_link_fast_aug0033.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\pcie_link_fast\timing.rpt,2.0,-0.19851268580463197,-0.7330954764432487,450.52906718528584,-0.20711971249812378,-0.1834003292273025,0.32709799152358676,0.6371551532826877,4,2.0,0.016666667535901,0.0773879140615463,1.0,470,0.047,0,98,0.0,0,500,0.0,11.6326640434428,456.9318690273966,55322.97084627202
pcie_link_nominal_aug0034,control,data\augmented\graph\pcie_link_nominal_aug0034.pt,data\augmented\spatial\pcie_link_nominal_aug0034.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\pcie_link_nominal\timing.rpt,3.0,-0.05969406324678676,-0.29854749039631173,312.9837286344003,-0.0665327493518732,-0.05210037697641259,0.37744155962212417,1.068548021304242,5,3.0,0.025000000372529,0.1128051429986953,1.0,483,0.0483,0,102,0.0,0,500,0.0,8.117190570876593,309.57606889649577,45691.36544640124
pcie_link_relaxed_aug0035,control,data\augmented\graph\pcie_link_relaxed_aug0035.pt,data\augmented\spatial\pcie_link_relaxed_aug0035.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\pcie_link_relaxed\timing.rpt,4.0,-0.011991564742433427,-0.011823357398850284,267.99464072338736,-0.0118597527305831,0.04350998644895594,0.8108145837237538,1.3802194334310356,1,4.0,0.016666667535901,0.0756453722715377,1.0,481,0.0481,0,105,0.0,0,500,0.0,7.1704069652537505,248.48475404347192,33648.112151722264
aes_cipher_fast_aug0036,arithmetic,data\augmented\graph\aes_cipher_fast_aug0036.pt,data\augmented\spatial\aes_cipher_fast_aug0036.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_fast\timing.rpt,2.0,-0.20562990773431883,-0.6181298115366884,451.09422534500504,-0.19237326786413125,-0.20222494169546204,0.3890062909697329,0.6068230869258282,3,2.0,0.016666667535901,0.0763762593269348,1.0,476,0.0476,0,98,0.0,0,500,0.0,14.526545783368078,461.5909380574552,54276.91122132585
aes_cipher_nominal_aug0037,arithmetic,data\augmented\graph\aes_cipher_nominal_aug0037.pt,data\augmented\spatial\aes_cipher_nominal_aug0037.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_nominal\timing.rpt,3.0,-0.014145827361733494,-0.037361193681964805,353.6292299049628,-0.011698734348550035,-0.012148641562325518,0.23575559658472556,1.151715197951941,3,3.0,0.025000000372529,0.1130265519022941,1.0,482,0.0482,0,100,0.0,0,500,0.0,7.311836314460741,318.0724932020638,43648.33940256501
